Country Name,Country Code,Time,Time Code,Total GHG emissions by sector (Mt CO2 eq) - Total including LUCF [CC.GHG.EMSE.IL],Total GHG emissions by sector (Mt CO2 eq) - Agriculture [CC.GHG.EMSE.AG],Total GHG emissions by sector (Mt CO2 eq) - Building [CC.GHG.EMSE.BL],Total GHG emissions by sector (Mt CO2 eq) - Electricity/Heat [CC.GHG.EMSE.EH],Total GHG emissions by sector (Mt CO2 eq) - Energy [CC.GHG.EMSE.EN],Total GHG emissions by sector (Mt CO2 eq) - Industrial Processes [CC.GHG.EMSE.IP],Total GHG emissions by sector (Mt CO2 eq) - Manufacturing/Construction [CC.GHG.EMSE.MC],Total GHG emissions by sector (Mt CO2 eq) - Transportation [CC.GHG.EMSE.TR],Agricultural land (% of land area) [AG.LND.AGRI.ZS],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]","Population, total [SP.POP.TOTL]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Per capita GHG emissions (tons/capita) [CC.GHG.PECA],GHG growth (annual %) [CC.GHG.GRPE],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],Electricity net consumption [CC.ELEC.CON]
Argentina,ARG,2005,YR2005,410.92,130.32,22.64,50.5,158.69,8.87,20.43,37.71,47.4737365211259,..,38892924,90.031,10.57,1.1,8.85165992013437,198737095012.282,5109.85224490403,88.60108
Argentina,ARG,2006,YR2006,425.42,133.64,22.65,53.81,167.1,11.38,22.12,40.55,47.5533947944415,..,39289876,90.2,10.83,3.53,8.04715150043027,232557260817.308,5919.01233837714,99.04709
Argentina,ARG,2007,YR2007,438.82,136.63,26.5,54.34,175.07,13.55,21.09,43.88,47.4910932549905,..,39684303,90.366,11.06,3.15,9.00765087504757,287530508430.568,7245.44685667197,100.1531
Argentina,ARG,2008,YR2008,442.98,133.99,25.15,59.04,179.57,15.45,20.68,45.85,46.4235627710848,..,40080159,90.53,11.05,0.95,4.05723310346406,361558037110.419,9020.87332314274,103.7001
Argentina,ARG,2009,YR2009,424.07,123.5,24.72,57.17,168.96,17.22,17.56,42.02,45.4302094866426,..,40482786,90.691,10.48,-4.27,-5.91852507634947,332976484577.619,8225.13758261645,104.3041
Argentina,ARG,2010,YR2010,429.81,116.64,28.22,59.38,179.19,19.57,19.05,44.2,46.1389123357048,..,40788453,90.849,10.54,1.35,10.1253981561002,423627422092.49,10385.9644319555,111.17157
Argentina,ARG,2011,YR2011,410.64,116.87,28.31,64.48,187.64,20.79,20.71,45.67,45.7919603608739,..,41261490,90.99,9.95,-4.46,6.00395169280579,530163281574.658,12848.8641969705,113.58529
Argentina,ARG,2012,YR2012,414.84,118.87,29.78,67.52,189.03,21.22,19.2,44.82,45.5813044224958,..,41733271,91.121,9.94,1.02,-1.0264204544321,545982375701.128,13082.664325572,117.71058
Argentina,ARG,2013,YR2013,424.7,121.78,30.93,64.94,193.79,22.48,21.13,47.74,44.9219312381015,..,42202935,91.249,10.06,2.38,2.40532378079436,552025140252.246,13080.2547323367,117.67703
Argentina,ARG,2014,YR2014,421.76,122.91,29.87,66.95,189.63,23.11,21.37,44.06,43.8533045394254,..,42669500,91.377,9.88,-0.69,-2.51261532081394,526319673731.638,12334.7982453893,123.42653
Argentina,ARG,2015,YR2015,428.37,122.33,30.17,69.72,195.73,23.74,21.55,46.28,42.7846778407492,..,43131966,91.503,9.93,1.57,2.73115982828944,594749285413.212,13789.060424772,128.65242
Argentina,ARG,2016,YR2016,396.27,126.56,30.61,71.12,193.83,24.91,19.41,45.25,41.7160511420731,..,43590368,91.627,9.09,-7.49,-2.08032784377811,557531376217.967,12790.2424732447,128.16484
Argentina,ARG,2017,YR2017,397.7,130.29,28.52,68.18,189.58,26.09,18.98,46.43,40.647424443397,..,44044811,91.749,9.03,0.36,2.81850297775918,643628665302.155,14613.041824658,125.48834
Argentina,ARG,2018,YR2018,395.5,129.94,28.1,64.08,186.78,27.26,20.69,47.79,39.6032286082823,..,44494502,91.87,8.89,-0.55,-2.61739646282038,524819742918.669,11795.1593866287,125.09309
Argentina,ARG,2019,YR2019,..,..,..,..,..,..,..,..,39.6032286082823,..,44938712,91.991,..,..,-2.0259342366392,452818426182.658,10076.3552409481,122.08889
Australia,AUS,2005,YR2005,598.44,137.24,11.36,224.53,403.44,13.42,43.8,79.33,53.3993725837314,22.4267214946317,20394800,84.582,29.34,-5.83,3.16033832510615,695075176665.163,34080.9998953245,200.137
Australia,AUS,2006,YR2006,646.91,174.91,11.56,229.35,409.86,12.87,42.66,81.25,53.27857542663,21.4639696485303,20697900,84.7,31.25,8.1,2.72689344585038,747556154537.287,36117.487983674,204.131
Australia,AUS,2007,YR2007,646.46,165,11.82,236.45,421.61,13.98,43.29,83.58,51.8536766332999,20.1204762784745,20827600,84.822,31.04,-0.07,3.7684875158189,853955405511.502,41001.1429790999,214.773
Australia,AUS,2008,YR2008,617.09,132.24,11.92,236.3,424.96,15.2,44.79,85.3,50.6733660492301,18.1967745849444,21249200,84.943,29.04,-4.54,3.57701487814776,1055127126230.98,49654.9105957389,214.639
Australia,AUS,2009,YR2009,633.8,139.31,12.53,246.37,431.12,15.83,41.18,84.68,50.0184840477461,23.8870800369387,21691700,85.063,29.22,2.71,1.8668320701176,928042998085.702,42783.3225651148,220.032
Australia,AUS,2010,YR2010,601.14,115.74,12.68,239.95,423.66,16.7,36.98,87.63,48.9920987204353,28.6956061213118,22031750,85.182,27.29,-5.15,2.17233709101625,1147589183475.73,52087.9722888891,222.36042
Australia,AUS,2011,YR2011,644.74,220.11,13.14,233.27,421.61,16.92,39.53,89.77,51.5628132199992,30.1094295922556,22340024,85.3,28.86,7.25,2.46974629381731,1397907916789.9,62574.1457032412,223.43702
Australia,AUS,2012,YR2012,643.12,219.01,13.4,230.76,421.71,17.36,41,90.43,50.3854314463116,39.4662235865486,22733465,85.402,28.29,-0.25,3.91736246328504,1546508558465.66,68027.8417067378,222.72226
Australia,AUS,2013,YR2013,555.26,138.08,13.68,222.64,415.01,16.79,41.01,91.83,48.3937102169923,37.5799731069072,23128129,85.502,24.01,-13.66,2.60021188065653,1576335282651.07,68156.6279162085,222.68814
Australia,AUS,2014,YR2014,566.21,160.05,14.17,212.81,404.03,17.25,41.01,91.98,48.7383986566523,41.7426885439519,23475686,85.602,24.12,1.97,2.56293152083389,1467504819608.92,62511.6905895284,223.48544
Australia,AUS,2015,YR2015,566.47,151.67,14.44,219.58,413.44,17.92,37.69,94.15,45.3144240657095,46.5094716816771,23815995,85.701,23.79,0.05,2.17220475337416,1350534154255.76,56707.0220772116,225.12754
Australia,AUS,2016,YR2016,577.32,120.1,14.83,225.68,422.98,18.19,37.5,95.59,44.5399257932247,54.6835940893166,24190907,85.8,23.87,1.92,2.74164306864724,1206685107002.47,49881.7637140466,226.5381
Australia,AUS,2017,YR2017,623.08,163.31,14.87,226.19,426.4,17.86,37.55,97.68,48.3406179391109,53.2661594235026,24601860,85.904,25.33,7.93,2.29592694694063,1326882872011.46,53934.2501750463,231.32196
Australia,AUS,2018,YR2018,619.26,159.54,15.1,221.26,426.09,17.44,39.32,99.64,46.6580950127535,54.4764198191374,24982688,86.012,24.79,-0.61,2.87097248021668,1428529571351.06,57180.7794001614,234.25804
Australia,AUS,2019,YR2019,..,..,..,..,..,..,..,..,47.1237724290889,60.2598462256221,25365745,86.124,..,..,2.11314942462376,1391952510370.48,54875.2859563351,237.388272
Brazil,BRA,2005,YR2005,2004.36,468.47,19.22,58.23,340.72,26.22,82.04,137.08,27.3795365954626,..,186127108,82.834,10.77,0.43,3.20213206216255,891633826603.377,4790.45656586131,367.8832
Brazil,BRA,2006,YR2006,1994.55,459.33,19.22,58.46,342.44,28.66,82.19,140.13,27.3925777744809,..,188167353,83.143,10.6,-0.49,3.96198870899485,1107626711406.63,5886.39152194816,382.5392
Brazil,BRA,2007,YR2007,2029.48,469.98,19.9,57.73,358.48,24.71,91.21,145.82,27.4788170573836,..,190130445,83.448,10.67,1.75,6.06987060733128,1397114247331.17,7348.18796290712,404.1672
Brazil,BRA,2008,YR2008,2030.84,460.64,19.96,68.99,377.8,26.93,91.21,151.2,27.5650563402862,..,192030362,83.749,10.58,0.07,5.09419544811998,1695855391810.9,8831.18364277674,419.8082
Brazil,BRA,2009,YR2009,2008.85,459.84,19.63,57.76,358.27,26.88,82.12,148.6,27.6512956231889,..,193886505,84.044,10.36,-1.08,-0.12581200299141,1666996294372.87,8597.79433526264,418.5382
Brazil,BRA,2010,YR2010,2104.61,491.25,19.85,69.68,401.69,29.79,96.44,167.85,27.7375349060916,61.3187804611479,195713637,84.335,10.75,4.77,7.52822581812151,2208838108577.09,11286.071540212,455.64932
Brazil,BRA,2011,YR2011,1270.59,488.59,20.14,63.38,420.22,31.41,105.72,185.02,27.8237741889942,59.3416583014604,197514541,84.631,6.43,-39.63,3.97442307944702,2616156606666.62,13245.387369564,471.4818
Brazil,BRA,2012,YR2012,1311.58,489.49,20.08,82.23,453.41,33.62,101.91,202.41,27.9100134718969,59.8494899958247,199287292,84.923,6.58,3.23,1.92117598509462,2465228293894.01,12370.2232548476,488.78256
Brazil,BRA,2013,YR2013,1335.02,485.54,20.39,107.07,483.56,35.33,99.23,209.63,27.9962527547995,57.228409380258,201035904,85.209,6.64,1.79,3.0048226702888,2472819362216.69,12300.3867121004,504.70972
Brazil,BRA,2014,YR2014,1372.79,495.01,20.47,125.82,508.52,35.05,97.98,215.07,28.0824920377022,58.4572711058609,202763744,85.492,6.77,2.83,0.503955740273241,2456043766028.73,12112.8349554875,518.34088
Brazil,BRA,2015,YR2015,1354.28,496.95,20.22,120.7,484.96,32.57,94.59,199.86,28.1687313206048,67.5375540277116,204471759,85.77,6.62,-1.35,-3.54576339347278,1802211999538.68,8813.98980647828,510.03076
Brazil,BRA,2016,YR2016,1443.98,502.99,20.41,96.39,449.64,30.17,84.69,198.89,28.2549706035075,73.4188038096758,206163056,86.042,7,6.62,-3.2759169063211,1795693265810.23,8710.06328995352,510.44062
Brazil,BRA,2017,YR2017,1461.43,507.27,20.48,97.86,459.15,28.94,90.5,200.02,28.3410663137971,83.6692026509366,207833825,86.309,7.03,1.21,1.32286905390815,2063514688761.98,9928.67589653405,516.21791
Brazil,BRA,2018,YR2018,1420.58,496.1,20.38,88.44,437.33,28.99,86.98,191.66,28.3410903622098,86.6078841199146,209469320,86.569,6.78,-2.8,1.78366676137003,1916933708381.89,9151.38173161536,528.09132
Brazil,BRA,2019,YR2019,..,..,..,..,..,..,..,..,28.3410903622098,92.5652531882782,211049519,86.824,..,..,1.22077782271943,1873288158977.23,8876.05983587779,533.85178
Canada,CAN,2005,YR2005,1006.64,58.83,74.58,211.83,603.89,22.14,69.18,170.62,6.87695957544345,46.025212915552,32243753,80.122,31.22,1.15,4.99586086930171,1173108598778.68,36382.5079164537,560.37862
Canada,CAN,2006,YR2006,992.64,55.84,69.83,210.67,594.25,20.36,66.68,169.41,6.75739131501664,43.2561303350185,32571174,80.213,30.48,-1.39,4.16581762720676,1319264809590.97,40504.0607253203,550.193991
Canada,CAN,2007,YR2007,1023.93,58.4,74.66,228.47,624.02,19.95,67.47,175.76,6.6931456825485,39.1387244399934,32889025,80.396,31.13,3.15,6.86860885703047,1468820407783.26,44659.8951408034,560.760367
Canada,CAN,2008,YR2008,999.57,56.73,74,212.94,602.39,20.26,64.96,174.01,6.62890005008036,43.9472794863129,33247118,80.578,30.06,-2.38,1.00762269545756,1552989690721.65,46710.5055759013,559.070389
Canada,CAN,2009,YR2009,962.46,54.54,71.93,201.83,570.77,17.13,57.56,169.48,6.56465441761223,52.2515264100439,33628895,80.758,28.62,-3.71,-2.92840016684549,1374625142157.29,40876.3101540295,535.105882
Canada,CAN,2010,YR2010,975.84,55.22,67.74,207.81,583.91,17.4,61.91,174.68,6.50040878514409,52.4574351488494,34004889,80.937,28.7,1.39,3.08949461982786,1617343367486.26,47562.0834253057,531.212016
Canada,CAN,2011,YR2011,825.24,56.82,72.9,209,597.22,18.08,66.04,175.06,6.43568354118357,53.1847516125414,34339328,81.096,24.03,-15.43,3.14688137207058,1793326630174.52,52223.696112356,549.454851
Canada,CAN,2012,YR2012,830.07,59.14,67.61,210.44,598.47,19.24,67.07,176.78,6.44363616895263,54.9262398034156,34714222,81.137,23.91,0.58,1.76222254945881,1828366481521.6,52669.0899632316,540.106979
Canada,CAN,2013,YR2013,841.21,59.28,70.48,213.48,609.97,18.77,65.15,181.81,6.45155533545478,51.8429501080037,35082954,81.178,23.98,1.34,2.3291225062102,1846597421834.98,52635.1749580433,561.072324
Canada,CAN,2014,YR2014,848.12,58.31,74.32,216.06,618.06,18.82,64.4,180.43,6.45947450195693,50.3307188290924,35437435,81.218,23.93,0.82,2.87003607545671,1805749878439.94,50955.9983232404,557.576676
Canada,CAN,2015,YR2015,844.67,57.46,70.73,216.26,612.89,20.13,64.97,180.01,6.46750520601544,54.6514794201489,35702908,81.259,23.66,-0.41,0.659176863558869,1556508816217.14,43596.1355365546,544.088302
Canada,CAN,2016,YR2016,731.11,56.39,66.47,212.67,600.41,20.85,64.5,180.83,6.47475514717938,52.8086681382135,36109487,81.3,20.25,-13.44,1.00139441390405,1527994741907.43,42315.6037056806,549.530493
Canada,CAN,2017,YR2017,745.74,57.15,69.95,211.98,612.78,21.52,67.91,185.25,6.47185517071381,50.2257968524381,36545236,81.35,20.41,2,3.03988022528195,1649265644244.09,45129.4292980922,547.681195
Canada,CAN,2018,YR2018,763.44,58.95,75.68,209.54,626.07,21.64,69.17,192.11,6.49170885574736,48.1815311011633,37065084,81.411,20.6,2.37,2.77704055379553,1725329192783.02,46548.6384108296,554.720418
Canada,CAN,2019,YR2019,..,..,..,..,..,..,..,..,6.48668966571079,48.0116333101717,37601230,81.482,..,..,1.87959202770178,1742015045482.31,46328.6718408497,552.622179
China,CHN,2005,YR2005,6862.81,687.28,365.46,2552.71,5832.01,552.88,1935.87,397.31,55.8831828468425,..,1303720000,42.522,5.26,11.85,11.3945918097286,2285965892364.2,1753.41782926104,2196.172
China,CHN,2006,YR2006,7547.54,689.39,384.12,2898.66,6429.29,632.32,2083.32,434.81,55.9457666238713,..,1311020000,43.868,5.76,9.98,12.7209556651735,2752131773358.92,2099.22943460734,2523.947
China,CHN,2007,YR2007,8165.43,680.84,398.28,3171.09,6983.68,698.16,2274.35,468.58,56.0083515761775,..,1317885000,45.199,6.2,8.19,14.2308609330803,3550342737009.53,2693.97006340427,2891.542
China,CHN,2008,YR2008,8455.65,693.16,383.25,3208.47,7222.57,730,2409.86,507.07,56.0709365390941,..,1324655000,46.539,6.38,3.55,9.65067891955702,4594307032667.98,3468.30460207977,3070.881
China,CHN,2009,YR2009,9046.19,694.65,391.66,3455.66,7727.96,808.64,2601.83,517.08,56.1332002008976,..,1331260000,47.88,6.8,6.98,9.39872563237978,5101703073088.97,3832.23643246922,3290.14
China,CHN,2010,YR2010,9872.37,695.41,416.4,3831.98,8470.4,885.58,2844.45,568.78,56.1202755223834,..,1337705000,49.226,7.38,9.13,10.6358710646812,6087163874510.73,4550.45310775599,3713.68162
China,CHN,2011,YR2011,10364.83,689.64,440.72,4324.11,9251.09,975.36,3005.39,621.89,56.1169108294991,..,1345035000,50.511,7.71,4.99,9.55083217886229,7551500124197.17,5614.35213522114,4178.89156
China,CHN,2012,YR2012,10690.04,691.17,457.22,4450.73,9541.85,1002.33,3038.4,686.13,56.107828313151,..,1354190000,51.765,7.91,3.14,7.86373644866194,8532229986993.65,6300.61511825789,4435.14858
China,CHN,2013,YR2013,11144.76,690.84,476.57,4742.95,9935.16,1058.98,3029.29,741.09,56.1080381401584,..,1363240000,53.013,8.21,4.25,7.766150097539,9570406235659.64,7020.33848453658,4845.35502
China,CHN,2014,YR2014,11155.76,691.8,487,4636.87,9886.46,1112.43,3022.68,770.56,56.0967380472843,..,1371860000,54.259,8.18,0.1,7.42576365645755,10475682920597.7,7636.11660125502,5069.99456
China,CHN,2015,YR2015,11149.68,698.73,510.54,4580.61,9890.2,1090.68,2972.98,827.14,56.090201435984,..,1379860000,55.5,8.13,-0.05,7.04132887865481,11061553079871.5,8016.43143498003,5250.58386
China,CHN,2016,YR2016,11207.66,699.82,525.09,4637.77,9849.23,1122.48,2846.38,843.42,56.0816654067681,..,1387790000,56.736,8.13,0.52,6.84876220503246,11233276536744.7,8094.36336675194,5565.16154
China,CHN,2017,YR2017,11408.26,684.3,533.08,4904.12,10037.65,1144.49,2734.18,880.9,56.0773345717245,..,1396215000,57.96,8.23,1.79,6.94720079327288,12310409370894.2,8816.98690451989,5953.57732
China,CHN,2018,YR2018,11705.81,672.87,542.13,5214.2,10318.51,1166.29,2667.43,917.02,56.077067426709,..,1402760000,59.152,8.4,2.61,6.74977383247717,13894817549380.3,9905.34200389253,6452.118661
China,CHN,2019,YR2019,..,..,..,..,..,..,..,..,56.0770143746388,..,1407745000,60.308,..,..,5.95050075376979,14279937500608,10143.8381955595,6875.08864
France,FRA,2005,YR2005,442.64,77.85,90.4,80.9,380.76,30.22,55.13,130.8,53.675507755357,65.6111738740193,63179356,77.13,7.01,0.15,1.66321998030079,2196945232435.8,34773.1501479027,452.118
France,FRA,2006,YR2006,432.32,77.5,85.63,76.75,370.76,30.48,54.84,131.12,53.5336047206044,60.9742926849592,63621376,77.377,6.8,-2.33,2.44932360111885,2320536221304.7,36474.1595859967,447.833
France,FRA,2007,YR2007,425.14,79.24,77.1,78.46,361.43,31.13,54.03,130.3,53.338921792617,59.4874211892694,64016227,77.621,6.64,-1.66,2.42473624337305,2660591246211.77,41561.2005095485,450.019
France,FRA,2008,YR2008,418.88,78.23,83.56,74.95,357.06,30.46,52.54,124.32,53.1635975797953,65.372569489756,64374979,77.868,6.51,-1.47,0.254945960124005,2930303780828.12,45519.2968812949,462.774
France,FRA,2009,YR2009,400.59,76.21,85.5,72.74,343.49,28.31,41.25,122.93,52.9988658714983,77.9477820433769,64707035,78.117,6.19,-4.37,-2.87331382849631,2700887366932.03,41740.2430343475,446.837
France,FRA,2010,YR2010,404.32,76.28,83.93,74.39,347.56,27.85,45.11,123.27,52.8279247639972,80.3012997114704,65027505,78.369,6.22,0.93,1.94943762312663,2645187882116.67,40677.9851405443,474.02624
France,FRA,2011,YR2011,392.42,74.2,70.22,66.8,332.4,28.35,46.12,128.63,52.7408105457514,82.2922420615546,65342789,78.622,6.01,-2.94,2.19270063266654,2865157541994.17,43848.106054888,451.02056
France,FRA,2012,YR2012,395.28,74.61,76.79,68.01,335.91,27.88,43.72,127.46,52.6790818124871,90.2797486025496,65659814,78.878,6.02,0.73,0.313134751077172,2683671716967.19,40872.3624615688,462.31622
France,FRA,2013,YR2013,396.16,75.65,79.36,65.35,336.51,27.67,45.07,126.27,52.549232317366,90.9685436680429,65998685,79.135,6,0.22,0.576326674771792,2811876903329.03,42605.0443782179,463.9011
France,FRA,2014,YR2014,363.05,75.79,64.19,50.9,304.14,27.33,42.88,126.43,52.5360830014044,97.5543838512582,66312067,79.394,5.47,-8.36,0.956183052371557,2855964488590.19,43068.5487241739,441.5817
France,FRA,2015,YR2015,369.04,76.53,67.28,54.44,310.57,27.05,41.71,127.59,52.4637617636155,97.9803332557022,66548272,79.655,5.55,1.65,1.1129123405747,2439188643162.5,36652.9223052178,450.83476
France,FRA,2016,YR2016,368.04,74.78,68.12,54.92,313.01,27.27,43.48,127.7,52.4475461002233,102.262044850588,66724104,79.917,5.52,-0.27,1.09546440372048,2472964344587.17,37062.5335723829,457.72878
France,FRA,2017,YR2017,370.47,74.98,67.98,59.59,316.8,25.74,42.47,128.14,52.410066897145,102.21526508744,66918020,80.18,5.54,0.66,2.29141999417021,2595151045197.65,38781.0494870836,455.22826
France,FRA,2018,YR2018,361.37,73.83,64.42,61.75,310.38,24.35,40.08,125.42,52.3417653321937,101.622134416787,67101930,80.444,5.4,-2.46,1.86506607081999,2790956878746.66,41592.795896432,449.9569
France,FRA,2019,YR2019,..,..,..,..,..,..,..,..,52.2706969320089,104.986431520716,67248926,80.709,..,..,1.84297181445896,2728870246705.88,40578.6442850534,449.23542
Germany,DEU,2005,YR2005,909.39,64.27,159.66,375.8,809.48,33.52,94.77,155.63,48.8330083725198,..,82469422,75.98,11.03,-2.61,0.731707163554191,2846864211175.1,34520.2396492496,546.7072
Germany,DEU,2006,YR2006,915.88,61.99,168.22,379.51,819.76,33.68,96.66,153.48,48.5948612066988,..,82376451,76.179,11.12,0.71,3.816441912988,2994703642023.53,36353.8803343631,552.2954
Germany,DEU,2007,YR2007,886.8,63.17,129.44,392.57,787.18,37.38,96.05,148.38,48.6133019760805,..,82266372,76.378,10.78,-3.17,2.97645513131597,3425578382921.58,41640.0808695147,554.8024
Germany,DEU,2008,YR2008,889.47,62.94,153.55,371.06,793.88,34.8,99.87,148.89,48.5356968706078,..,82110097,76.575,10.83,0.3,0.95987913356484,3745264093617.19,45612.7106221441,551.893
Germany,DEU,2009,YR2009,832.31,62.92,142.64,343.1,738.57,34.21,86.87,147.06,48.4380826711798,..,81902307,76.771,10.16,-6.43,-5.69383633640285,3411261212652.34,41650.3678297162,522.73
Germany,DEU,2010,YR2010,862.97,63.36,149.39,361.68,777.87,26.27,98.35,148.12,47.9100324181656,..,81776930,76.966,10.55,3.68,4.17988249873657,3399667820000.01,41572.4559481507,555.39806
Germany,DEU,2011,YR2011,823.34,62.02,128.46,354.26,750.41,27.18,97.18,149.94,47.9659169153087,..,80274983,77.16,10.26,-4.59,3.92519270463411,3749314991050.59,46705.8957963353,548.74974
Germany,DEU,2012,YR2012,837.46,62.3,136,365.16,765.4,26.85,94.25,148.51,47.8108681930338,..,80425823,77.17,10.41,1.71,0.418497594217598,3527143188785.16,43855.8544658618,547.02142
Germany,DEU,2013,YR2013,854.7,63.12,146.58,369.74,783.39,26.07,93.81,152.37,47.8588626461821,..,80645605,77.18,10.6,2.06,0.437591303144671,3733804649549.03,46298.9229177341,546.23282
Germany,DEU,2014,YR2014,814.43,64.52,125.79,350.25,741.94,26.52,91.25,154.57,47.9363714531384,..,80982500,77.19,10.06,-4.71,2.20954343134872,3889093051023.52,48023.8699845462,534.9686
Germany,DEU,2015,YR2015,818.22,63.33,129.62,346.26,747.68,26.38,95.12,157.59,47.9590666743106,..,81686611,77.2,10.02,0.47,1.49193152760772,3357585719351.56,41103.2564363768,539.90184
Germany,DEU,2016,YR2016,820.7,62.29,133.2,345.94,752.24,26.15,93.22,161.02,47.6843370735058,..,82348669,77.224,9.97,0.3,2.22999986782015,3469853463945.53,42136.1207907991,540.09184
Germany,DEU,2017,YR2017,803.18,60.96,131.57,327.74,736.52,26.12,95.14,163.49,47.7631164667831,..,82657002,77.261,9.72,-2.13,2.68023111405891,3690849152517.65,44652.5891722719,540.89726
Germany,DEU,2018,YR2018,776.61,58.3,120.82,310.35,713.82,25.34,99.33,158.3,47.6415364359723,..,82905782,77.312,9.37,-3.31,1.08602451412267,3977289455388.23,47973.6076235097,535.3849
Germany,DEU,2019,YR2019,..,..,..,..,..,..,..,..,47.7002776267209,..,83092962,77.376,..,..,1.05550824713283,3888326788627.44,46794.8992915603,517.30339
India,IND,2005,YR2005,1977.76,647.72,79.92,599.57,1181.44,72.54,232.62,115.4,60.5834137744308,62.2265261005164,1147609924,29.235,1.72,3.81,7.92343062149763,820381595512.902,714.8610153644,496.732
India,IND,2006,YR2006,2073.67,662.47,81.35,638.85,1257.45,76.4,260.24,120.65,60.5094191760365,59.6667302759413,1165486291,29.569,1.78,4.85,8.06073257303272,940259888792.141,806.753280628799,548.192
India,IND,2007,YR2007,2219.62,679.66,83.34,701.16,1377.91,81.15,294.8,142.98,60.4132261981239,57.4975363893642,1183209471,29.906,1.88,7.04,7.66081506504928,1216735441524.86,1028.33477194577,593.32
India,IND,2008,YR2008,2317.48,687.34,85.39,721.88,1464.01,86.19,308.18,163.21,60.4593046525785,57.2922142809949,1200669762,30.246,1.93,4.41,3.08669805953289,1198895582137.51,998.522341514181,629.04
India,IND,2009,YR2009,2467.78,681.39,89.57,789.51,1599.57,98.63,355.6,178.71,60.5639061075814,55.2564461120573,1217726217,30.587,2.03,6.49,7.86188883303498,1341886602798.69,1101.96083821252,680.088
India,IND,2010,YR2010,2576.93,691.44,92.71,819.68,1692.93,105.42,398.01,192.92,60.3974182611942,51.5919103004572,1234281163,30.93,2.09,4.42,8.49758470158106,1675615335600.56,1357.5637268318,727.51078
India,IND,2011,YR2011,2610.32,701.81,96.72,860.23,1782.53,111.41,443.4,209.3,60.4300431523044,51.5565536600977,1250287939,31.276,2.09,1.3,5.24131500140663,1823049927771.46,1458.10406619579,803.24132
India,IND,2012,YR2012,2758.53,695.63,97.46,989.12,1924.61,117.19,431.78,221.52,60.4206256579633,50.6780305618952,1265780243,31.634,2.18,5.68,5.45638875297365,1827637859135.7,1443.88243476138,846.10418
India,IND,2013,YR2013,2816.49,698.17,99.59,1006.04,1979.19,120.95,469.25,226.26,60.4394606466455,50.3118273627008,1280842119,32.003,2.2,2.1,6.38610640094825,1856722121394.53,1449.61045069641,935.58691
India,IND,2014,YR2014,2988.34,699.71,103.75,1123.44,2144.78,125.52,500.41,235.75,60.4495508191538,49.9009248748319,1295600768,32.384,2.31,6.1,7.41022760508854,2039127446298.55,1573.88564182956,1029.776
India,IND,2015,YR2015,3002.17,700.01,107.82,1103.23,2153.56,130.19,503.78,257.75,60.4317248477225,49.9647183856551,1310152392,32.777,2.29,0.46,7.99625378571471,2103587813812.75,1605.60544457087,1084.231
India,IND,2016,YR2016,3073.24,703.63,111.86,1097.81,2187.89,130.61,525.1,269.4,60.3990999566123,47.6337555915272,1324517250,33.182,2.32,2.37,8.25630550179086,2294797980509.01,1732.55424231659,1150.809
India,IND,2017,YR2017,3202.82,709.5,113.75,1157.77,2307.82,130.52,558.99,291.23,60.2839387997403,47.5836093800197,1338676779,33.6,2.39,4.22,6.79538341897911,2651472946374.91,1980.66701982802,1215.71
India,IND,2018,YR2018,3346.63,718.7,118.84,1241.34,2424.58,148.54,571.38,305.33,60.2435646561437,46.5224986659322,1352642283,34.03,2.47,4.49,6.45385134497769,2702929718960.46,1998.25907627675,1265.005
India,IND,2019,YR2019,..,..,..,..,..,..,..,..,60.2198133654425,..,1366417756,34.472,..,..,3.73791851955785,2831552222519.99,2072.24489735041,1229.387712
Indonesia,IDN,2005,YR2005,1242.7,148.58,31.37,124.11,371.36,22.77,81.3,69.84,27.6141013752724,..,226289468,45.942,5.49,-18.08,5.69257130383384,285868618224.017,1263.28733171098,106.775
Indonesia,IDN,2006,YR2006,1655.23,151.04,28.19,130.17,389.96,23.52,104.64,66.3,27.4298156237034,..,229318262,46.738,7.22,33.2,5.50095178520348,364570514304.85,1589.80148866142,111.956
Indonesia,IDN,2007,YR2007,1100.24,154.78,28.19,138.66,404.74,24.26,111.2,67.81,28.228742292355,..,232374239,47.535,4.73,-33.53,6.34502222667214,432216737774.861,1860.00281113287,120.61502
Indonesia,IDN,2008,YR2008,1087.94,158.8,25.35,152.51,400.4,25.45,91.57,72.07,28.761360071456,34.2250282105616,235469755,48.335,4.62,-1.12,6.01370360009123,510228634992.258,2166.85423141608,127.3824
Indonesia,IDN,2009,YR2009,1483.61,166.49,21.6,153.25,418.24,24.58,100.25,81.68,29.6135485180177,29.997306381567,238620554,49.134,6.22,36.37,4.62887118256153,539580085612.401,2261.24730903274,133.47336
Indonesia,IDN,2010,YR2010,1125.25,169.21,19.7,149,440.12,24.8,126.17,89.11,29.6135485180177,26.1661592780012,241834226,49.914,4.65,-24.15,6.22385418062366,755094160363.071,3122.36267319362,145.0577
